"name";"lat";"lng";"postal_code";"population"
"Willow Beach, AZ";35.7759;-114.5001;"";244
"Chambers, AZ";35.2375;-109.5229;"";1344
"Chinle, AZ";36.1304;-109.6037;"";11845
"Fort Defiance, AZ";35.7445;-109.0765;"";6827
"Ganado, AZ";35.7114;-109.542;"";7955
"Houck, AZ";35.2831;-109.207;"";1387
"Lukachukai, AZ";36.4181;-109.2446;"";2456
"Lupton, AZ";35.3539;-109.0537;"";825
"Pinon, AZ";36.1002;-110.2211;"";4913
"Saint Michaels, AZ";35.6447;-109.0956;"";3597
"Sanders, AZ";35.2164;-109.3337;"";2530
"Teec Nos Pos, AZ";36.7797;-109.359;"";2615
"Window Rock, AZ";35.6676;-109.0784;"";4916
"Blue Gap, AZ";36.1708;-109.9465;"";1961
"Dennehotso, AZ";36.7773;-109.861;"";1174
"Many Farms, AZ";36.4083;-109.634;"";2432
"Nazlini, AZ";35.8964;-109.4487;"";982
"Red Valley, AZ";35.2375;-109.5229;"";1224
"Rock Point, AZ";36.7181;-109.6259;"";1430
"Round Rock, AZ";36.5131;-109.4734;"";1300
"Tsaile, AZ";36.3071;-109.2176;"";1909
"Algodones, NM";35.389;-106.3517;"";4099
"Belen, NM";34.6511;-106.6952;"";21675
"Bernalillo, NM";35.3285;-106.5309;"";10756
"Bluewater, NM";35.255;-107.9856;"";369
"Bosque, NM";34.4996;-106.8038;"";1102
"Casa Blanca, NM";35.0456;-107.4714;"";1036
"Cedar Crest, NM";35.1285;-106.3617;"";2891
"Cerrillos, NM";35.423;-106.1317;"";1250
"Claunch, NM";34.0646;-105.9496;"";36
"Coyote, NM";36.1018;-106.6692;"";252
"Cuba, NM";36.0482;-107.1885;"";4832
"Cubero, NM";35.0859;-107.5181;"";543
"Edgewood, NM";35.0776;-106.1872;"";12426
"Estancia, NM";34.77;-106.135;"";3345
"Gallina, NM";36.3202;-106.7687;"";330
"Counselor, NM";36.2092;-107.4578;"";474
"Grants, NM";35.1476;-107.8526;"";11634
"Milan, NM";35.1698;-107.8909;"";3431
"Isleta, NM";34.9073;-106.6892;"";939
"Jarales, NM";34.592;-106.7611;"";603
"Jemez Pueblo, NM";35.6243;-106.7219;"";2334
"Jemez Springs, NM";35.8927;-106.7714;"";1091
"Laguna, NM";34.9625;-107.2325;"";3903
"La Jara, NM";36.1194;-106.9923;"";222
"La Joya, NM";34.3813;-106.815;"";498
"Lindrith, NM";36.3249;-107.0495;"";221
"Los Lunas, NM";34.7806;-106.7115;"";44158
"Mcintosh, NM";34.8648;-106.0517;"";265
"Pueblo Of Acoma, NM";34.8964;-107.5817;"";2105
"Moriarty, NM";34.9889;-106.0609;"";7122
"Mountainair, NM";34.5158;-106.2577;"";2038
"Nageezi, NM";36.1598;-107.7664;"";623
"New Laguna, NM";35.0409;-107.422;"";543
"Paguate, NM";35.1387;-107.3789;"";297
"Pena Blanca, NM";35.598;-106.3492;"";817
"Peralta, NM";34.8332;-106.6872;"";3601
"Placitas, NM";35.3092;-106.5293;"";4911
"Ponderosa, NM";35.66;-106.6675;"";335
"Prewitt, NM";35.3547;-108.1038;"";1570
"Regina, NM";36.1842;-106.9567;"";58
"Sandia Park, NM";35.1683;-106.3238;"";4159
"Corrales, NM";35.2339;-106.62;"";9061
"San Fidel, NM";35.0823;-107.5992;"";1530
"San Rafael, NM";35.1125;-107.8826;"";1483
"Santo Domingo Pueblo, NM";35.5269;-106.3445;"";3401
"San Ysidro, NM";35.5634;-106.7706;"";1116
"Stanley, NM";35.1295;-106.0283;"";954
"Tijeras, NM";35.0446;-106.3062;"";9417
"Torreon, NM";34.6948;-106.3247;"";244
"Veguita, NM";34.485;-106.7591;"";1341
"Willard, NM";34.5754;-106.0307;"";217
"Youngsville, NM";36.1875;-106.5564;"";98
"Bosque Farms, NM";34.8764;-106.6975;"";5074
"Clines Corners, NM";35.0095;-105.6692;"";214
"Cochiti Pueblo, NM";35.6089;-106.3518;"";652
"Cochiti Lake, NM";35.6485;-106.3428;"";598
"Albuquerque, NM";35.078686;-106.639711;"";653887
"Kirtland Afb, NM";35.0203;-106.5503;"";363
"Rio Rancho, NM";35.205868;-106.68818;"";95025
"Gallup, NM";35.494834;-108.751505;"";27565
"Brimhall, NM";35.8005;-108.5815;"";1061
"Church Rock, NM";35.5339;-108.5998;"";4034
"Continental Divide, NM";35.4226;-108.323;"";563
"Crownpoint, NM";35.7206;-108.0271;"";6035
"Fence Lake, NM";34.7344;-108.6934;"";137
"Fort Wingate, NM";35.5191;-108.4864;"";1304
"Gamerco, NM";35.5763;-108.7626;"";1200
"Mentmore, NM";35.5042;-108.8317;"";1935
"Mexican Springs, NM";35.7837;-108.819;"";703
"Ramah, NM";35.1324;-108.492;"";2035
"Rehoboth, NM";35.5289;-108.6548;"";240
"Thoreau, NM";35.3976;-108.1604;"";4248
"Tohatchi, NM";36.0021;-108.6229;"";2962
"Vanderwagen, NM";35.3509;-108.6985;"";1849
"Zuni, NM";35.0684;-108.8336;"";10561
"Navajo, NM";35.8942;-109.0226;"";2890
"Jamestown, NM";35.4809;-108.1767;"";118
"Pinehill, NM";34.9992;-108.4112;"";722
"Sheep Springs, NM";36.142;-108.7064;"";1002
"Yatahey, NM";35.4809;-108.1767;"";3412
"Farmington, NM";36.761409;-108.132241;"";55238
"Aztec, NM";36.8205;-108.011;"";16674
"Blanco, NM";36.7242;-107.8253;"";568
"Bloomfield, NM";36.6955;-107.9784;"";15903
"Flora Vista, NM";36.8028;-108.0827;"";1671
"Fruitland, NM";36.6933;-108.4218;"";5223
"Kirtland, NM";36.741;-108.351;"";5823
"La Plata, NM";36.9576;-108.1792;"";1030
"Navajo Dam, NM";36.8689;-107.6528;"";203
"Shiprock, NM";36.656;-108.7355;"";11592
"Waterflow, NM";36.7637;-108.5186;"";1814
"Newcomb, NM";36.2847;-108.7059;"";1801
"Sanostee, NM";36.4247;-108.8743;"";1220
"Santa Fe, NM";35.632161;-105.958135;"";126967
"Abiquiu, NM";36.1769;-106.2449;"";773
"Alcalde, NM";36.0889;-106.0536;"";2537
"Amalia, NM";36.942;-105.4545;"";65
"Arroyo Hondo, NM";36.5796;-105.6873;"";1188
"Arroyo Seco, NM";36.52;-105.534;"";680
"Canjilon, NM";36.4795;-106.4378;"";459
"Canones, NM";36.1814;-106.4376;"";127
"Carson, NM";36.3645;-105.7653;"";147
"Cebolla, NM";36.4654;-106.5785;"";142
"Cerro, NM";36.7539;-105.6128;"";153
"Chama, NM";36.8962;-106.5829;"";882
"Chamisal, NM";36.1311;-105.7385;"";1012
"Chimayo, NM";36.0039;-105.947;"";2283
"Cordova, NM";36.0072;-105.8606;"";539
"Costilla, NM";36.9324;-105.6723;"";57
"Taos Ski Valley, NM";36.596;-105.4545;"";143
"Dixon, NM";36.179;-105.8615;"";748
"Dulce, NM";36.8598;-107.0602;"";3574
"El Prado, NM";36.3492;-105.6244;"";5300
"El Rito, NM";36.3647;-106.2192;"";1179
"Embudo, NM";36.2153;-105.8901;"";583
"Espanola, NM";35.9869;-106.06855;"";18506
"Glorieta, NM";35.5288;-105.7477;"";1138
"Hernandez, NM";36.0738;-106.1396;"";3245
"Willisville, AR";33.7008;-93.2941;"";0
"Alpine, AR";34.229;-93.3791;"";0
"Board Camp, AR";34.5372;-94.0972;"";0
"Friendship, AR";34.2235;-93.0024;"";0
"Choctaw, AR";35.5773;-92.5456;"";0
"Diaz, AR";35.6336;-91.2592;"";0
"Garner, AR";35.1443;-91.7772;"";0
"College Station, AR";34.7093;-92.2283;"";0
"Hickory Plains, AR";34.9901;-91.7368;"";0
"Jacksonport, AR";35.6414;-91.3072;"";0
"Jones Mill, AR";34.4374;-92.8943;"";0
"Reydell, AR";34.1715;-91.5656;"";0
"Sweet Home, AR";34.6873;-92.2399;"";0
"West Point, AR";35.2032;-91.6064;"";0
"Woodson, AR";34.5338;-92.2089;"";0
"Wright, AR";34.4291;-92.0599;"";0
"Wrightsville, AR";34.6012;-92.1938;"";0
"Armorel, AR";35.9201;-89.7981;"";0
"Barton, AR";34.5467;-90.7679;"";0
"Bassett, AR";35.5365;-90.1268;"";0
"Gosnell, AR";35.9598;-89.972;"";0
"La Grange, AR";34.7697;-90.7552;"";0
"Oneida, AR";34.4542;-90.7684;"";0
"Vanndale, AR";35.3245;-90.7712;"";0
"West Ridge, AR";35.6831;-90.2626;"";0
"Sedgwick, AR";35.9643;-90.8954;"";0
"Walcott, AR";36.0413;-90.6718;"";0
"Waldenburg, AR";35.5631;-90.9207;"";0
"Salado, AR";35.6919;-91.5989;"";0
"Beaver, AR";36.4311;-93.6994;"";0
"Bergman, AR";36.3083;-93.0321;"";0
"Avoca, AR";36.4047;-94.0713;"";0
"Elm Springs, AR";36.21;-94.2546;"";0
"Gateway, AR";36.4864;-93.9277;"";0
"Goshen, AR";36.0876;-93.9666;"";0
"Greenland, AR";35.9942;-94.1752;"";0
"Johnson, AR";36.1329;-94.1655;"";0
"Tontitown, AR";36.15;-94.2429;"";0
"Alix, AR";35.41;-93.7286;"";0
"Centerville, AR";35.1018;-93.1773;"";0
"Albert, OK";35.2032;-98.3574;"";0
"Concho, OK";35.6193;-97.9796;"";0
"Dibble, OK";35.009;-97.6318;"";0
"Fox, OK";34.3488;-97.4924;"";0
"Gene Autry, OK";34.2939;-97.0339;"";0
"Tussy, OK";34.4852;-97.5423;"";0
"Altus Afb, OK";34.5982;-99.4408;"";0
"Meers, OK";34.7828;-98.579;"";0
"Oscar, OK";34.0313;-97.6481;"";0
"Texola, OK";35.2161;-99.9915;"";0
"Southard, OK";36.0581;-98.5884;"";0
"Texhoma, TX";36.5055;-101.7829;"";0
"Foyil, OK";36.4348;-95.5194;"";0
"Leonard, OK";35.9183;-95.7988;"";0
"Cardin, OK";36.9795;-94.8557;"";0
"Hoyt, OK";35.2685;-95.2994;"";0
"Moodys, OK";36.0458;-94.9669;"";0
"Stidham, OK";35.3814;-95.7056;"";0
"Blocker, OK";35.0615;-95.5683;"";0
"Gowen, OK";34.8724;-95.469;"";0
"Panola, OK";34.9287;-95.2133;"";0
"Albany, OK";33.8815;-96.1628;"";0
"Golden, OK";34.0303;-94.8986;"";0
"Pickens, OK";34.3965;-95.0119;"";0
"Saint Louis, OK";35.0588;-96.8444;"";0
"Monroe, OK";34.9906;-94.515;"";0
"Weston, TX";33.3512;-96.6646;"";0
"Elmo, TX";32.5996;-96.3027;"";0
"Copeville, TX";33.0875;-96.4186;"";0
"Chicota, TX";33.869;-95.5711;"";0
"Cunningham, TX";33.409;-95.3711;"";0
"Gober, TX";33.4697;-96.1111;"";0
"Golden, TX";32.7299;-95.5636;"";0
"Merit, TX";33.2427;-96.2916;"";0
"Westminster, TX";33.3627;-96.4635;"";0
"Lodi, TX";32.8718;-94.2729;"";0
"Cason, TX";33.024;-94.8249;"";0
"Clayton, TX";32.1027;-94.4935;"";0
"Joinerville, TX";32.1959;-94.9065;"";0
"Jonesville, TX";32.5075;-94.1106;"";0
"Judson, TX";32.5826;-94.7535;"";0
"Laird Hill, TX";32.3532;-94.9055;"";0
"Minden, TX";32.0028;-94.7129;"";0
"Panola, TX";32.3579;-94.0913;"";0
"Price, TX";32.1518;-94.9554;"";0
"Scottsville, TX";32.554;-94.2394;"";0
"Selman City, TX";32.1826;-94.9355;"";0
"Woodlawn, TX";32.6537;-94.3427;"";0
"Maydelle, TX";31.8008;-95.3001;"";0
"Poynor, TX";32.0797;-95.5938;"";0
"Centralia, TX";31.258;-95.0399;"";0
"Woodlake, TX";31.0288;-95.033;"";0
"Martinsville, TX";31.6427;-94.4141;"";0
"Greenwood, TX";33.407;-97.4716;"";0
"Slidell, TX";33.378;-97.3922;"";0
"Bluegrove, TX";33.674;-98.23;"";0
"Kamay, TX";33.8579;-98.8081;"";0
"Dennis, TX";32.6187;-97.9267;"";0
"Lingleville, TX";32.2446;-98.3775;"";0
"Morgan Mill, TX";32.3882;-98.1673;"";0
"Paluxy, TX";32.2707;-97.9075;"";0
"Proctor, TX";31.9874;-98.4298;"";0
"Peaster, TX";32.8721;-97.8667;"";0
"Flat, TX";31.2956;-97.5822;"";0
"Heidenheimer, TX";31.0496;-97.4936;"";0
"Mound, TX";31.3514;-97.6444;"";0
"Pendleton, TX";31.1952;-97.3486;"";0
"Laguna Park, TX";31.8593;-97.3797;"";0
"Ross, TX";31.7173;-97.1188;"";0
"Lowake, TX";31.5663;-100.0759;"";0
"Star, TX";31.4685;-98.3161;"";0
"Telegraph, TX";30.3274;-99.9062;"";0
"Veribest, TX";31.4766;-100.2595;"";0
"North Houston, TX";29.834;-95.4342;"";0
"Dallardsville, TX";30.6285;-94.6319;"";0
"Dobbin, TX";30.3365;-95.7723;"";0
"Hufsmith, TX";30.1222;-95.5966;"";0
"Alief, TX";29.7111;-95.5963;"";0
"Barker, TX";29.7844;-95.6849;"";0
"Danciger, TX";29.1737;-95.8207;"";0
"Kenney, TX";30.0477;-96.3269;"";0
"Old Ocean, TX";29.08;-95.7497;"";0
"Raywood, TX";30.0542;-94.6764;"";0
"Mauriceville, TX";30.204;-93.8866;"";0
"Orangefield, TX";30.0631;-93.8599;"";0
"Chriesman, TX";30.5994;-96.7708;"";0
"Concord, TX";31.3138;-95.9935;"";0
"Deanville, TX";30.4322;-96.7561;"";0
"Kurten, TX";30.7871;-96.2641;"";0
"Lyons, TX";30.3863;-96.5633;"";0
"Millican, TX";30.4491;-96.217;"";0
"New Baden, TX";31.051;-96.4291;"";0
"Roans Prairie, TX";30.6075;-95.9579;"";0
"Wellborn, TX";30.5334;-96.3032;"";0
"Wheelock, TX";30.8977;-96.39;"";0
"Hochheim, TX";29.3125;-97.2917;"";0
"Sublime, TX";29.4876;-96.7946;"";0
"Thomaston, TX";28.9974;-97.1539;"";0
"Macdona, TX";29.3258;-98.6911;"";0
"Peggy, TX";28.7397;-98.1786;"";0
"Waring, TX";29.9523;-98.7944;"";0
"Ecleto, TX";29.0464;-97.7514;"";0
"Geronimo, TX";29.5451;-98.0408;"";0
"Chapman Ranch, TX";27.5988;-97.462;"";0
"Dinero, TX";28.2264;-97.9617;"";0
"Guerra, TX";26.8831;-98.8936;"";0
"Garciasville, TX";26.3396;-98.6876;"";0
"Lozano, TX";26.1904;-97.5423;"";0
"Belmont, TX";29.5233;-97.6839;"";0
"Mc Neil, TX";30.3264;-97.7713;"";0
"Ottine, TX";29.5952;-97.5911;"";0
"Walburg, TX";30.7415;-97.5891;"";0
"Weir, TX";30.6747;-97.5929;"";0
"Plum, TX";29.9349;-96.9675;"";0
"Warda, TX";30.0702;-96.902;"";0
"Alanreed, TX";35.2273;-100.7592;"";0
"Samnorwood, TX";35.0523;-100.2807;"";0
"Aiken, TX";34.1423;-101.5257;"";0
"Cee Vee, TX";34.2295;-100.4573;"";0
"New Home, TX";33.3451;-101.9203;"";0
"Dunn, TX";32.5671;-100.8854;"";0
"Girvin, TX";31.0629;-102.3885;"";0
"Penwell, TX";31.7334;-102.5879;"";0
"Toyahvale, TX";30.9443;-103.7893;"";0
"Climax, CO";39.2258;-106.3117;"";0
"Coalmont, CO";40.5383;-106.5321;"";0
"Rollinsville, CO";39.9172;-105.5011;"";0
"Hygiene, CO";40.1815;-105.2327;"";0
"Masonville, CO";40.4875;-105.2108;"";0
"Eastlake, CO";39.9239;-104.9614;"";0
"Lucerne, CO";40.4824;-104.7054;"";0
"Hereford, CO";40.9751;-104.3053;"";0
"Hoehne, CO";37.2796;-104.3584;"";0
"Homelake, CO";37.5756;-106.097;"";0
"Granite, CO";39.0307;-106.2566;"";0
"Marvel, CO";37.0926;-108.1252;"";0
"Cory, CO";38.7887;-107.9862;"";0
"Lazear, CO";38.7817;-107.7808;"";0
"Battlement Mesa, CO";39.4305;-108.0239;"";0
"Huntley, WY";41.9327;-104.1461;"";0
"Jeffrey City, WY";42.5402;-107.8724;"";0
"Saint Stephens, WY";42.9838;-108.4165;"";0
"Shirley Basin, WY";41.7169;-106.9992;"";0
"Saddlestring, WY";44.4976;-106.871;"";0
"Cobalt, ID";45.093;-114.2317;"";0
"Conda, ID";42.7191;-111.5967;"";0
"Moreland, ID";43.2226;-112.4423;"";0
"Minidoka, ID";42.773;-113.5098;"";0
"Parker, ID";43.9594;-111.7577;"";0
"Fenn, ID";45.9632;-116.2563;"";0
"Huston, ID";43.6027;-116.7903;"";0
"Lake Fork, ID";44.8327;-116.0848;"";0
"Porthill, ID";48.992;-116.4775;"";0
"Colburn, ID";48.3633;-116.6256;"";0
"Bonanza, UT";40.0211;-109.1773;"";0
"Aneth, UT";37.2161;-109.1871;"";0
"Meadow, UT";38.8858;-112.4105;"";0
"Higley, AZ";33.3024;-111.6969;"";0
"Cashion, AZ";33.4353;-112.2979;"";0
"Claypool, AZ";33.4154;-110.8149;"";0
"Topawa, AZ";31.814;-111.8257;"";0
"Cortaro, AZ";32.4201;-111.1132;"";0
"Catalina, AZ";32.5056;-110.9211;"";0
"Lake Montezuma, AZ";34.6417;-111.7872;"";0
"Hualapai, AZ";35.3972;-113.8432;"";0
"Cedarvale, NM";34.3706;-105.702;"";0
"Tome, NM";34.7426;-106.7328;"";0
"Smith Lake, NM";35.4809;-108.1767;"";0
"Ilfeld, NM";35.4212;-105.5589;"";647
"La Madera, NM";36.4654;-106.5785;"";102
"Lamy, NM";35.4311;-105.9409;"";1001
"Llano, NM";36.14;-105.6817;"";201
"Los Alamos, NM";35.865101;-106.28145;"";17895
"Medanales, NM";36.1756;-106.1834;"";904
"Ojo Caliente, NM";36.3313;-106.0028;"";865
"Los Ojos, NM";36.7292;-106.57;"";352
"Pecos, NM";35.571;-105.6701;"";3403
"Penasco, NM";36.1763;-105.7105;"";1190
"Petaca, NM";36.5084;-106.0106;"";0
"Questa, NM";36.7039;-105.595;"";2545
"Ranchos De Taos, NM";36.3357;-105.6086;"";6734
"Red River, NM";36.6659;-105.4694;"";364
"Ribera, NM";35.3344;-105.4652;"";1503
"Rowe, NM";35.4917;-105.6753;"";379
"San Cristobal, NM";36.6116;-105.636;"";372
"San Jose, NM";35.4569;-105.4383;"";283
"Ohkay Owingeh, NM";36.0508;-106.069;"";3606
"Santa Cruz, NM";35.986;-106.0318;"";1742
"Serafina, NM";35.3975;-105.3236;"";362
"Taos, NM";36.3953;-105.5847;"";11398
"Tererro, NM";35.7727;-105.6713;"";42
"Tesuque, NM";35.7874;-105.9157;"";271
"Tierra Amarilla, NM";36.6805;-106.557;"";1095
"Tres Piedras, NM";36.647;-105.9672;"";336
"Truchas, NM";36.0444;-105.8129;"";388
"Vadito, NM";36.1338;-105.5712;"";821
"Valdez, NM";36.5701;-105.5658;"";628
"Vallecitos, NM";36.5286;-106.1448;"";0
"Velarde, NM";36.1589;-105.9747;"";1025
"Villanueva, NM";35.2667;-105.3608;"";96
"Las Vegas, NM";35.5949;-105.2272;"";19699
"Angel Fire, NM";36.3849;-105.2439;"";1420
"Anton Chico, NM";35.2001;-105.1422;"";376
"Buena Vista, NM";35.9136;-105.2492;"";305
"Chacon, NM";36.1388;-105.3854;"";155
"Cimarron, NM";36.4574;-105.0697;"";1106
"Cleveland, NM";35.9898;-105.4326;"";531
"Eagle Nest, NM";36.5326;-105.2756;"";507
"Guadalupita, NM";36.1375;-105.2386;"";549
"Holman, NM";36.0384;-105.3836;"";257
"La Loma, NM";35.1734;-105.0775;"";0
"Maxwell, NM";36.5434;-104.564;"";346
"Miami, NM";36.35;-104.7931;"";103
"Mills, NM";36.1281;-104.2277;"";38
"Montezuma, NM";35.6523;-105.2764;"";254
"Mora, NM";35.9742;-105.33;"";1488
"Mosquero, NM";35.8041;-103.9021;"";131
"Ocate, NM";36.1037;-105.066;"";231
"Ojo Feliz, NM";36.0578;-105.1183;"";43
"Rainsville, NM";35.9786;-105.2092;"";242
"Raton, NM";36.8952;-104.4349;"";7309
"Rociada, NM";35.8226;-105.3147;"";389
"Roy, NM";35.9522;-104.1497;"";340
"Sapello, NM";35.762;-105.1077;"";760
"Solano, NM";35.8484;-104.0675;"";77
"Springer, NM";36.3767;-104.5927;"";1575
"Ute Park, NM";36.5581;-105.115;"";330
"Valmora, NM";35.8164;-104.9231;"";0
"Wagon Mound, NM";35.9814;-104.691;"";620
"Watrous, NM";35.7906;-104.9817;"";169
"Socorro, NM";34.0479;-106.8907;"";10076
"Aragon, NM";33.8859;-108.5466;"";86
"Datil, NM";34.0427;-108.0183;"";742
"Lemitar, NM";34.156;-106.9044;"";1157
"Luna, NM";33.8189;-108.9545;"";125
"Magdalena, NM";34.1114;-107.2409;"";1717
"Pie Town, NM";34.3243;-108.3682;"";187
"Polvadera, NM";34.2059;-106.9167;"";563
"Quemado, NM";34.2652;-108.7578;"";542
"Reserve, NM";33.7131;-108.7578;"";1619
"San Acacia, NM";34.2283;-106.9049;"";180
"San Antonio, NM";33.819;-106.8285;"";948
"Truth Or Consequences, NM";33.1606;-107.2669;"";6666
"Arrey, NM";32.8487;-107.3192;"";925
"Caballo, NM";32.9641;-107.4102;"";628
"Derry, NM";32.7881;-107.2822;"";0
"Elephant Butte, NM";33.209;-107.2212;"";1752
"Garfield, NM";32.7557;-107.2704;"";285
"Hatch, NM";32.6583;-107.159;"";3026
"Monticello, NM";33.397;-107.4509;"";69
"Rincon, NM";32.6597;-107.0643;"";852
"Salem, NM";32.7093;-107.2157;"";867
"Williamsburg, NM";33.1171;-107.2915;"";1025
"Winston, NM";33.3061;-107.6675;"";183
"Las Cruces, NM";32.354208;-106.768791;"";147708
"White Sands Missile Range, NM";32.3839;-106.4937;"";1338
"Santa Teresa, NM";31.8394;-106.6821;"";6906
"Playas, NM";32.055;-108.6291;"";86
"Animas, NM";32.053;-108.9069;"";778
"Anthony, NM";32.004;-106.6058;"";19707
"Arenas Valley, NM";32.7839;-108.1854;"";1277
"Bayard, NM";32.7617;-108.1306;"";2563
"Berino, NM";32.0682;-106.631;"";563
"Buckhorn, NM";33.0633;-108.6956;"";301
"Santa Clara, NM";32.7795;-108.1503;"";1363
"Chamberino, NM";32.0174;-106.6673;"";462
"Cliff, NM";32.9623;-108.6112;"";404
"Columbus, NM";31.8276;-107.64;"";1279
"Deming, NM";32.2358;-107.7435;"";23348
"Dona Ana, NM";32.3939;-106.801;"";386
"Fairacres, NM";32.2984;-106.8812;"";0
"Faywood, NM";32.6935;-107.9065;"";114
"Gila, NM";32.9659;-108.5767;"";323
"Glenwood, NM";33.3048;-108.7743;"";203
"Hachita, NM";31.8904;-108.3316;"";72
"Hanover, NM";32.8045;-107.9545;"";994
"Hillsboro, NM";32.9239;-107.6276;"";164
"Hurley, NM";32.648;-108.1516;"";1640
"La Mesa, NM";32.1383;-106.7999;"";3702
"Lordsburg, NM";32.316;-108.723;"";3464
"Mesilla, NM";32.268;-106.8059;"";855
"Mesilla Park, NM";32.21;-106.7147;"";2493
"Mesquite, NM";32.146;-106.6676;"";2966
"Mimbres, NM";32.909;-108.0332;"";458
"Mule Creek, NM";33.1071;-108.9032;"";100
"Organ, NM";32.4259;-106.6136;"";152
"Pinos Altos, NM";32.8614;-108.2192;"";131
"Redrock, NM";32.6862;-108.7381;"";7
"Rodeo, NM";31.8358;-109.0322;"";189
"Silver City, NM";32.759119;-108.206376;"";18562
"Sunland Park, NM";31.8186;-106.5997;"";13070
"Tyrone, NM";32.7098;-108.302;"";577
"Vado, NM";32.1187;-106.649;"";1716
"Chaparral, NM";32.2239;-106.2631;"";16018
"Clovis, NM";34.4087;-103.2133;"";47233
"Cannon Afb, NM";34.3841;-103.3154;"";341
"Broadview, NM";34.804;-103.1292;"";152
"Causey, NM";33.7781;-103.0865;"";39
"Crossroads, NM";33.5272;-103.3564;"";17
"Dora, NM";33.9387;-103.3366;"";71
"Elida, NM";33.9405;-103.6323;"";327
"Floyd, NM";34.252;-103.5827;"";262
"Fort Sumner, NM";34.46;-104.2317;"";1902
"Grady, NM";34.8107;-103.298;"";171
"House, NM";34.6952;-103.9203;"";79
"Melrose, NM";34.4479;-103.6325;"";1101
"Milnesand, NM";33.605;-103.2782;"";70
"Pep, NM";33.8054;-103.2881;"";56
"Portales, NM";34.1799;-103.3363;"";18484
"Rogers, NM";33.9216;-103.1898;"";264
"Taiban, NM";34.3271;-104.0159;"";27
"Texico, NM";34.3958;-103.0615;"";1656
"Yeso, NM";34.455;-104.7452;"";48
"Roswell, NM";33.438449;-104.445069;"";56930
"Artesia, NM";32.796006;-104.367731;"";18393
"Carlsbad, NM";32.376953;-104.26661;"";35362
"Dexter, NM";33.191;-104.3833;"";5131
"Eunice, NM";32.4392;-103.1594;"";3334
"Hagerman, NM";33.1076;-104.3298;"";2639
"Hobbs, NM";32.745704;-103.162096;"";46735
"Hope, NM";32.8156;-104.7299;"";257
"Jal, NM";32.1128;-103.1997;"";2217
"Lake Arthur, NM";32.9982;-104.3666;"";886
"Lakewood, NM";32.6362;-104.365;"";46
"Loco Hills, NM";32.819;-103.9777;"";59
"Loving, NM";32.274;-104.0914;"";1946
"Lovington, NM";32.9512;-103.3488;"";15082
"Mcdonald, NM";33.1407;-103.3174;"";4
"Malaga, NM";32.1813;-104.0668;"";107
"Maljamar, NM";32.8562;-103.7627;"";22
"Monument, NM";32.5874;-103.2703;"";150
"Tatum, NM";33.26;-103.314;"";1369
"Whites City, NM";32.1757;-104.3766;"";199
"Carrizozo, NM";33.6496;-105.8696;"";1237
"Alamogordo, NM";32.89635;-105.9544;"";37863
"Alto, NM";33.4314;-105.6776;"";2635
"Bent, NM";33.148;-105.8635;"";111
"Capitan, NM";33.5602;-105.5269;"";2175
"Cloudcroft, NM";32.8897;-105.6744;"";1604
"Corona, NM";34.1693;-105.5339;"";322
"Encino, NM";34.615;-105.4839;"";86
"Fort Stanton, NM";33.4959;-105.523;"";0
"Glencoe, NM";33.3898;-105.4391;"";231
"High Rolls Mountain Park, NM";32.9396;-105.8189;"";594
"Holloman Air Force Base, NM";32.8366;-106.0774;"";3977
"Hondo, NM";33.3876;-105.2708;"";423
"La Luz, NM";32.9774;-105.9534;"";2277
"Lincoln, NM";33.4869;-105.382;"";251
"Mayhill, NM";32.907;-105.5181;"";668
"Mescalero, NM";33.2164;-105.7743;"";3586
"Nogal, NM";33.4996;-105.7036;"";429
"Orogrande, NM";32.4051;-106.0797;"";117
"Picacho, NM";33.3518;-105.145;"";24
"Pinon, NM";32.6396;-105.4157;"";24
"Ruidoso, NM";33.338952;-105.672152;"";8368
"Ruidoso Downs, NM";33.3577;-105.5383;"";3198
"Sacramento, NM";32.8052;-105.6211;"";192
"San Patricio, NM";33.3877;-105.3498;"";287
"Sunspot, NM";32.8672;-105.7811;"";12
"Timberon, NM";32.6295;-105.6945;"";299
"Tinnie, NM";33.3706;-105.2264;"";179
"Tularosa, NM";33.065;-106.0108;"";4690
"Vaughn, NM";34.6241;-105.1926;"";389
"Weed, NM";32.8052;-105.5063;"";46
"Tucumcari, NM";35.168;-103.7179;"";6752
"Amistad, NM";35.8983;-103.213;"";68
"Bard, NM";35.1303;-103.1605;"";45
"Capulin, NM";36.7785;-103.9986;"";60
"Clayton, NM";36.4414;-103.1888;"";3494
"Conchas Dam, NM";35.3786;-104.2052;"";62
"Cuervo, NM";35.0101;-104.3999;"";44
"Des Moines, NM";36.7291;-103.8739;"";229
"Folsom, NM";36.869;-103.8399;"";214
"Garita, NM";35.3502;-104.4419;"";33
"Gladstone, NM";36.3048;-103.973;"";103
"Grenville, NM";36.3698;-103.5055;"";57
"Logan, NM";35.3681;-103.4383;"";1046
"Mcalister, NM";34.6923;-103.7764;"";140
"Nara Visa, NM";35.618;-103.1317;"";70
"Newkirk, NM";35.0847;-104.2433;"";56
"San Jon, NM";35.1198;-103.2846;"";393
"Santa Rosa, NM";34.8526;-104.5899;"";3803
"Sedan, NM";36.226;-103.1449;"";87
